Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S003985,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria,99-101,Dimecres,2024,7,Juliol,10,15,Tarda,,Turisme,MODEL 3,TESLA,negre,B,19,430326.426,4583211.666,2.16542922,41.39557659
2024S003986,2,Eixample,8,l'Antiga Esquerra de l'Eixample,287201,Roma,,Dijous,2024,7,Juliol,11,17,Tarda,,Furgoneta,NJUMPY9027L1H1FG,CITROEN,blanc,,,429513.961,4582145.905,2.15583549,41.38590679
2024S003986,2,Eixample,8,l'Antiga Esquerra de l'Eixample,287201,Roma,,Dijous,2024,7,Juliol,11,17,Tarda,,Motocicleta,BONNEVILLE,TRIUMPH,negre,A,4,429513.961,4582145.905,2.15583549,41.38590679
2024S003987,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,174,Dijous,2024,7,Juliol,11,14,Tarda,,Bicicleta,,BROMPTON,negre,B,19,430168.582,4583213.161,2.16354109,41.39557635
2024S003987,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,174,Dijous,2024,7,Juliol,11,14,Tarda,,Turisme,VIVARO / ZAFIRA LIFE,OPEL,,B,23,430168.582,4583213.161,2.16354109,41.39557635
2024S003988,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,174,Dijous,2024,7,Juliol,11,12,Matí,,Bicicleta,NO DISPONIBLE,,gris,,,430168.582,4583213.161,2.16354109,41.39557635
2024S003988,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,174,Dijous,2024,7,Juliol,11,12,Matí,,Furgoneta,RODIUS,SSANGYONG,gris,B,1,430168.582,4583213.161,2.16354109,41.39557635
2024S003989,3,Sants-Montjuïc,18,Sants,040300,Berlín,86-88,Dijous,2024,7,Juliol,11,15,Tarda,,"Camió rígid > 3,5 tones",35C16,IVECO BUS,blanc,B,12,428363.120,4582059.665,2.14208266,41.38502835
2024S003989,3,Sants-Montjuïc,18,Sants,040300,Berlín,86-88,Dijous,2024,7,Juliol,11,15,Tarda,,Motocicleta,CBR650RA,HONDA,vermell,A2,0,428363.120,4582059.665,2.14208266,41.38502835
2024S003990,2,Eixample,7,la Dreta de l'Eixample,028305,Ausiàs Marc,,Dimecres,2024,7,Juliol,10,16,Tarda,,Motocicleta,FES 125,HONDA,negre,B,40,430987.160,4582551.300,2.17340752,41.38968588
2024S003990,2,Eixample,7,la Dreta de l'Eixample,028305,Ausiàs Marc,,Dimecres,2024,7,Juliol,10,16,Tarda,,Turisme,POLO,VOLKSWAGEN,,B,9,430987.160,4582551.300,2.17340752,41.38968588
2024S003991,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,264-268,Dijous,2024,7,Juliol,11,21,Tarda,,Motocicleta,S02,SILENCE,vermell,,,429177.803,4587818.313,2.15115102,41.43696646
2024S003992,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102805,Doctor Letamendi,10,Dijous,2024,7,Juliol,11,2,Nit,,Bicicleta,,BICING,vermell,,,429912.138,4582436.539,2.16056370,41.38855925
2024S003992,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102805,Doctor Letamendi,10,Dijous,2024,7,Juliol,11,2,Nit,,Motocicleta,FLY 125,PIAGGIO,blanc,,,429912.138,4582436.539,2.16056370,41.38855925
2024S003993,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Dijous,2024,7,Juliol,11,18,Tarda,,Motocicleta,F 900 R,BMW,vermell,A,2,431328.846,4586067.915,2.17709484,41.42138818
2024S003993,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Dijous,2024,7,Juliol,11,18,Tarda,,Turisme,LEXUS CT200H,LEXUS,gris,B,23,431328.846,4586067.915,2.17709484,41.42138818
2024S003994,8,Nou Barris,44,Vilapicina i la Torre Llobeta,045701,Quinze,,Dimecres,2024,7,Juliol,10,22,Nit,Desobeir el senyal del semàfor,Bicicleta,NO DISPONIBLE,BICING,vermell,,,431153.980,4586798.309,2.17491923,41.42795161
2024S003995,2,Eixample,10,Sant Antoni,127704,Floridablanca,87,Dijous,2024,7,Juliol,11,18,Tarda,Creuar per fora pas de vianants,Motocicleta,VESPA GTS,PIAGGIO,gris,,,429802.634,4581408.405,2.15937326,41.37928962
2024S003995,2,Eixample,10,Sant Antoni,127704,Floridablanca,87,Dijous,2024,7,Juliol,11,18,Tarda,Creuar per fora pas de vianants,Motocicleta,VESPA GTS,PIAGGIO,gris,B,5,429802.634,4581408.405,2.15937326,41.37928962
2024S003996,1,Ciutat Vella,3,la Barceloneta,701498,B-10 (Besòs),K95,Dimecres,2024,7,Juliol,10,16,Tarda,,Motocicleta,RS 660,APRILIA,negre,A2,1,432285.574,4581840.351,2.18901597,41.38339296
2024S003996,1,Ciutat Vella,3,la Barceloneta,701498,B-10 (Besòs),K95,Dimecres,2024,7,Juliol,10,16,Tarda,,Motocicleta,K-XCT 125,KYMCO,negre,B,17,432285.574,4581840.351,2.18901597,41.38339296
2024S003997,7,Horta-Guinardó,43,Horta,701501,B-20 (Llobregat),K124,Dijous,2024,7,Juliol,11,23,Nit,,Turisme,A1 SPORTBACK,AUDI,blanc,B,14,429315.102,4587927.895,2.15278146,41.43796553
2024S003997,7,Horta-Guinardó,43,Horta,701501,B-20 (Llobregat),K124,Dijous,2024,7,Juliol,11,23,Nit,,Turisme,"POLO 1,2",VOLKSWAGEN,blau,B,4,429315.102,4587927.895,2.15278146,41.43796553
2024S003998,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701498,B-10 (Besòs),K130,Dijous,2024,7,Juliol,11,16,Tarda,,Furgoneta,BOXER FURGÓN 335 L3 H2,PEUGEOT,blanc,B,17,430303.249,4579227.374,2.16561043,41.35968924
2024S003998,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701498,B-10 (Besòs),K130,Dijous,2024,7,Juliol,11,16,Tarda,,Motocicleta,NSS300,HONDA,blanc,A,45,430303.249,4579227.374,2.16561043,41.35968924
2024S003999,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,,Divendres,2024,7,Juliol,12,0,Nit,,Taxi,RAPID,SKODA,negre/groc,B,13,429737.738,4581724.845,2.15856052,41.38213403
2024S003999,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,,Divendres,2024,7,Juliol,12,0,Nit,,Veh. mobilitat personal amb motor,NO DISPONIBLE,XIAOMI,negre,,,429737.738,4581724.845,2.15856052,41.38213403
2024S004000,4,Les Corts,19,les Corts,144601,Diagonal,,Dijous,2024,7,Juliol,11,12,Matí,,Motocicleta,DTX 350,KYMCO,negre,A,32,427575.967,4582577.493,2.13260722,41.38962170
2024S004000,4,Les Corts,19,les Corts,144601,Diagonal,,Dijous,2024,7,Juliol,11,12,Matí,,Turisme,MODEL 3,TESLA,blau,B,22,427575.967,4582577.493,2.13260722,41.38962170
2024S004001,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,,Dijous,2024,7,Juliol,11,11,Matí,,Motocicleta,CROMEWELL 125 ABS,BRIXTON,,B,7,428270.550,4584213.391,2.14072038,41.40441788
2024S004001,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,,Dijous,2024,7,Juliol,11,11,Matí,,Turisme,220D,BMW,negre,B,37,428270.550,4584213.391,2.14072038,41.40441788
2024S004002,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),K60,Divendres,2024,7,Juliol,12,7,Matí,,Motocicleta,K XCT 125,KYMCO,blanc,B,21,434731.890,4584332.532,2.21800231,41.40604182
2024S004002,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),K60,Divendres,2024,7,Juliol,12,7,Matí,,Turisme,POLO 1.4 16V 5V,VOLKSWAGEN,blau,B,38,434731.890,4584332.532,2.21800231,41.40604182
2024S004003,2,Eixample,10,Sant Antoni,198804,Paral·lel,116,Dijous,2024,7,Juliol,11,8,Matí,,Autobús,NL 243 F/GNC,MAN,vermell,,,430147.356,4580948.369,2.16354847,41.37517623
2024S004003,2,Eixample,10,Sant Antoni,198804,Paral·lel,116,Dijous,2024,7,Juliol,11,8,Matí,,Autobús,NL 243 F/GNC,MAN,vermell,E D,,430147.356,4580948.369,2.16354847,41.37517623
2024S004004,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,536,Dijous,2024,7,Juliol,11,10,Matí,,Motocicleta,SES 125,HONDA,negre,B,27,429819.394,4581767.804,2.15953203,41.38252808
2024S004004,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,536,Dijous,2024,7,Juliol,11,10,Matí,,Turisme,GLC 300 DE 4MATIC,MERCEDES-BENZ,blau,B,25,429819.394,4581767.804,2.15953203,41.38252808
2024S004005,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,351-357,Dijous,2024,7,Juliol,11,8,Matí,,Motocicleta,DL 650,SUZUKI,blanc,A,41,427101.501,4587210.281,2.12637431,41.43130430
2024S004005,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,351-357,Dijous,2024,7,Juliol,11,8,Matí,,Turisme,SHARAN,VOLKSWAGEN,negre,B,20,427101.501,4587210.281,2.12637431,41.43130430
2024S004006,10,Sant Martí,68,el Poblenou,148704,Ciutat de Granada,,Dijous,2024,7,Juliol,11,9,Matí,,Motocicleta,NSS350A,HONDA,negre,B,43,432984.805,4583568.611,2.19718659,41.39901755
2024S004006,10,Sant Martí,68,el Poblenou,148704,Ciutat de Granada,,Dijous,2024,7,Juliol,11,9,Matí,,Turisme,XCEED,KIA,gris,B,22,432984.805,4583568.611,2.19718659,41.39901755
2024S004007,9,Sant Andreu,60,Sant Andreu,235809,Orfila,11,Dimarts,2024,7,Juliol,9,12,Matí,,Veh. mobilitat personal amb motor,MIELECTRIC SCOOTER 1S,XIAOMI,,,,432497.544,4587657.677,2.19090156,41.43580576
2024S004007,9,Sant Andreu,60,Sant Andreu,235809,Orfila,11,Dimarts,2024,7,Juliol,9,12,Matí,,Veh. mobilitat personal amb motor,MIELECTRIC SCOOTER 1S,XIAOMI,,Es desconeix,,432497.544,4587657.677,2.19090156,41.43580576
2024S004008,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,,Divendres,2024,7,Juliol,12,7,Matí,,Motocicleta,TWEET,PEUGEOT,gris,B,13,429430.093,4583191.251,2.15471064,41.39531451
2024S004008,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,,Divendres,2024,7,Juliol,12,7,Matí,,Turisme,GOLF,VOLKSWAGEN,negre,B,13,429430.093,4583191.251,2.15471064,41.39531451
2024S004009,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),K105,Divendres,2024,7,Juliol,12,9,Matí,,Motocicleta,BEVERLY 300,PIAGGIO,blanc,A,19,428389.440,4586359.406,2.14188843,41.42375677
2024S004009,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),K105,Divendres,2024,7,Juliol,12,9,Matí,,Turisme,ARONA,SEAT,blanc,B,17,428389.440,4586359.406,2.14188843,41.42375677
2024S004009,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),K105,Divendres,2024,7,Juliol,12,9,Matí,,Turisme,GLA 200 CDI,MERCEDES-BENZ,negre,B,27,428389.440,4586359.406,2.14188843,41.42375677
2024S004010,5,Sarrià-Sant Gervasi,23,Sarrià,028000,Augusta,315,Divendres,2024,7,Juliol,12,13,Matí,,Motocicleta,S01,SILENCE,blanc,B,16,426906.576,4583600.762,2.12447791,41.39877727
2024S004010,5,Sarrià-Sant Gervasi,23,Sarrià,028000,Augusta,315,Divendres,2024,7,Juliol,12,13,Matí,,Turisme,GOLF,VOLKSWAGEN,negre,B,21,426906.576,4583600.762,2.12447791,41.39877727
2024S004011,3,Sants-Montjuïc,18,Sants,040300,Berlín,,Dijous,2024,7,Juliol,11,18,Tarda,,Motocicleta,NSS300A,HONDA,gris,,,428108.471,4581859.444,2.13906110,41.38320230
2024S004011,3,Sants-Montjuïc,18,Sants,040300,Berlín,,Dijous,2024,7,Juliol,11,18,Tarda,,Motocicleta,SH 125,HONDA,negre,B,12,428108.471,4581859.444,2.13906110,41.38320230
2024S004011,3,Sants-Montjuïc,18,Sants,040300,Berlín,,Dijous,2024,7,Juliol,11,18,Tarda,,Turisme,C4 HYBRID 136 Ë-DSC6 P,CITROEN,blanc,B,36,428108.471,4581859.444,2.13906110,41.38320230
2024S004012,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,15,Dijous,2024,7,Juliol,11,18,Tarda,,Motocicleta,YP 125 RA,YAMAHA,gris,B,35,426378.625,4583534.615,2.11817094,41.39813333
2024S004012,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,15,Dijous,2024,7,Juliol,11,18,Tarda,,Turisme,G37,INFINITI,negre,B,58,426378.625,4583534.615,2.11817094,41.39813333
2024S004013,6,Gràcia,29,el Coll,220903,Móra d'Ebre,,Dijous,2024,7,Juliol,11,15,Tarda,,Autobús,CITARO K,MERCEDES-BENZ,groc,,,428965.775,4585702.938,2.14886204,41.41789542
2024S004013,6,Gràcia,29,el Coll,220903,Móra d'Ebre,,Dijous,2024,7,Juliol,11,15,Tarda,,Autobús,CITARO K,MERCEDES-BENZ,groc,D,20,428965.775,4585702.938,2.14886204,41.41789542
2024S004013,6,Gràcia,29,el Coll,220903,Móra d'Ebre,,Dijous,2024,7,Juliol,11,15,Tarda,,Furgoneta,MOVANO FURGÓN BASE LIG,OPEL,blanc,B,31,428965.775,4585702.938,2.14886204,41.41789542
2024S004014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701498,B-10 (Besòs),K155,Divendres,2024,7,Juliol,12,13,Matí,,Motocicleta,C 650 SPORT,BMW,taronja,A,15,428296.552,4577849.209,2.14178467,41.34710024
2024S004014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701498,B-10 (Besòs),K155,Divendres,2024,7,Juliol,12,13,Matí,,Turisme,SANTA FE,HYUNDAI,gris,B,6,428296.552,4577849.209,2.14178467,41.34710024
2024S004015,8,Nou Barris,52,la Prosperitat,351708,Pablo Iglesias,53,Divendres,2024,7,Juliol,12,10,Matí,Creuar per fora pas de vianants,Veh. mobilitat personal amb motor,,,,,,431763.267,4588604.184,2.18200650,41.44426852
2024S004016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,,Dijous,2024,7,Juliol,11,15,Tarda,,Ciclomotor,MITT SUPPER,MITT,blau,B,2,428885.894,4582593.132,2.14827183,41.38987951
2024S004016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,,Dijous,2024,7,Juliol,11,15,Tarda,,Turisme,SEAT ATECA,SEAT,blanc,B,14,428885.894,4582593.132,2.14827183,41.38987951
2024S004017,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,64,Dijous,2024,7,Juliol,11,18,Tarda,,Turisme,COUNTRYMAN COOPER,MINI,gris,B,14,428436.592,4582129.896,2.14295300,41.38566743
2024S004017,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,64,Dijous,2024,7,Juliol,11,18,Tarda,,Veh. mobilitat personal amb motor,ACHILLEUS,DUALTRON,negre,,,428436.592,4582129.896,2.14295300,41.38566743
2024S004018,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,59,Dijous,2024,7,Juliol,11,21,Tarda,,Motocicleta,CZD300-A SP,YAMAHA,gris,B,15,431008.750,4582322.703,2.17369180,41.38762882
2024S004018,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,59,Dijous,2024,7,Juliol,11,21,Tarda,,Turisme,IONIQ,HYUNDAI,gris,B,5,431008.750,4582322.703,2.17369180,41.38762882
2024S004019,1,Ciutat Vella,3,la Barceloneta,145706,Ginebra,,Dijous,2024,7,Juliol,11,21,Tarda,,Turisme,TRANSIT CUSTOM,FORD,negre,B,36,432169.339,4581624.906,2.18765007,41.38144270
2024S004019,1,Ciutat Vella,3,la Barceloneta,145706,Ginebra,,Dijous,2024,7,Juliol,11,21,Tarda,,Turisme,C3 PICASSO,CITROEN,verd,,,432169.339,4581624.906,2.18765007,41.38144270
2024S004019,1,Ciutat Vella,3,la Barceloneta,145706,Ginebra,,Dijous,2024,7,Juliol,11,21,Tarda,,Turisme,C3 PICASSO,CITROEN,verd,B,37,432169.339,4581624.906,2.18765007,41.38144270
2024S004020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",700813,Doctor Aiguader,59,Divendres,2024,7,Juliol,12,13,Matí,,Furgoneta,DOKKER,DACIA,blanc,B,38,432378.795,4581951.787,2.19011833,41.38440448
2024S004020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",700813,Doctor Aiguader,59,Divendres,2024,7,Juliol,12,13,Matí,,Turisme,GOLF,VOLKSWAGEN,negre,B,3,432378.795,4581951.787,2.19011833,41.38440448
2024S004021,2,Eixample,6,la Sagrada Família,268003,Provença,,Dijous,2024,7,Juliol,11,19,Tarda,Desobeir el senyal del semàfor,Bicicleta,,,,,,431273.025,4584371.261,2.17661975,41.40610220
2024S004021,2,Eixample,6,la Sagrada Família,268003,Provença,,Dijous,2024,7,Juliol,11,19,Tarda,Desobeir el senyal del semàfor,Bicicleta,,,,B,21,431273.025,4584371.261,2.17661975,41.40610220
2024S004022,4,Les Corts,19,les Corts,162002,Josep Tarradellas,,Dijous,2024,7,Juliol,11,14,Tarda,,Motocicleta,NSS125AD,HONDA,negre,,,428499.732,4582666.131,2.14364477,41.39050273
2024S004022,4,Les Corts,19,les Corts,162002,Josep Tarradellas,,Dijous,2024,7,Juliol,11,14,Tarda,,Motocicleta,NSS125AD,HONDA,negre,B,19,428499.732,4582666.131,2.14364477,41.39050273
2024S004022,4,Les Corts,19,les Corts,162002,Josep Tarradellas,,Dijous,2024,7,Juliol,11,14,Tarda,,Turisme,AMG GLA 45,MERCEDES-BENZ,gris,B,3,428499.732,4582666.131,2.14364477,41.39050273
2024S004023,1,Ciutat Vella,2,el Barri Gòtic,082901,Colom,26,Divendres,2024,7,Juliol,12,15,Tarda,Creuar per fora pas de vianants,Autobús,LION'S CITY CHASSIS,CARROCERA CASTROSUA SA,vermell,,,431379.842,4581118.420,2.17826633,41.37681393
2024S004023,1,Ciutat Vella,2,el Barri Gòtic,082901,Colom,26,Divendres,2024,7,Juliol,12,15,Tarda,Creuar per fora pas de vianants,Autobús,LION'S CITY CHASSIS,CARROCERA CASTROSUA SA,vermell,D,23,431379.842,4581118.420,2.17826633,41.37681393
2024S004024,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas,6,Divendres,2024,7,Juliol,12,19,Tarda,,Furgoneta,CITAN,MERCEDES-BENZ,blanc,B,19,425615.835,4581133.221,2.10934203,41.37643480
2024S004024,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas,6,Divendres,2024,7,Juliol,12,19,Tarda,,Turisme,IBIZA,SEAT,gris,B,8,425615.835,4581133.221,2.10934203,41.37643480
2024S004025,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,20-30,Dijous,2024,7,Juliol,11,10,Matí,,Turisme,Ë-BERLINGO ELÉCTRICO 5,CITROEN,negre,B,36,428416.857,4581807.666,2.14275508,41.38276347
2024S004025,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,20-30,Dijous,2024,7,Juliol,11,10,Matí,,Veh. mobilitat personal amb motor,M-365,XIAOMI,negre,,,428416.857,4581807.666,2.14275508,41.38276347
2024S004026,10,Sant Martí,70,el Besòs i el Maresme,195409,Maresme,,Divendres,2024,7,Juliol,12,1,Nit,,Sense Informar,MEGANE,RENAULT,blanc,,,434513.589,4585066.809,2.21531126,41.41263752
2024S004026,10,Sant Martí,70,el Besòs i el Maresme,195409,Maresme,,Divendres,2024,7,Juliol,12,1,Nit,,Turisme,TOYOTA COROLLA,TOYOTA,negre,B,2,434513.589,4585066.809,2.21531126,41.41263752
2024S004027,2,Eixample,10,Sant Antoni,323203,Sepúlveda,,Dijous,2024,7,Juliol,11,8,Matí,,Motocicleta,MTN125-A,YAMAHA,blau,B,6,429938.148,4581711.735,2.16095863,41.38203344
2024S004027,2,Eixample,10,Sant Antoni,323203,Sepúlveda,,Dijous,2024,7,Juliol,11,8,Matí,,Turisme,TOYOTA PRIUS PLUS,TOYOTA,negre,B,18,429938.148,4581711.735,2.16095863,41.38203344
2024S004028,8,Nou Barris,56,Vallbona,236506,Oristà,135,Dilluns,2024,7,Juliol,8,0,Nit,,Turisme,C-ELYS BHDI100 EXCLU,CITROEN,negre,,,431873.347,4591155.099,2.18303611,41.46725299
2024S004028,8,Nou Barris,56,Vallbona,236506,Oristà,135,Dilluns,2024,7,Juliol,8,0,Nit,,Turisme,C-ELYS BHDI100 EXCLU,CITROEN,negre,B,17,431873.347,4591155.099,2.18303611,41.46725299
2024S004029,4,Les Corts,19,les Corts,144601,Diagonal,617-619,Dimarts,2024,7,Juliol,9,8,Matí,,Autobús,,,,,,427182.434,4582398.224,2.12792223,41.38797155
2024S004029,4,Les Corts,19,les Corts,144601,Diagonal,617-619,Dimarts,2024,7,Juliol,9,8,Matí,,Motocicleta,AFRICA TWIN,HONDA,,,,427182.434,4582398.224,2.12792223,41.38797155
2024S004029,4,Les Corts,19,les Corts,144601,Diagonal,617-619,Dimarts,2024,7,Juliol,9,8,Matí,,Motocicleta,CBR650RA,HONDA,,A2,0,427182.434,4582398.224,2.12792223,41.38797155
2024S004029,4,Les Corts,19,les Corts,144601,Diagonal,617-619,Dimarts,2024,7,Juliol,9,8,Matí,,Turisme,,,blanc,,,427182.434,4582398.224,2.12792223,41.38797155
2024S004030,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,187105,Madrazo,,Dijous,2024,7,Juliol,11,22,Nit,,Turisme,PICANTO,KIA,blanc,B,1,429042.337,4583824.885,2.14999845,41.40098728
2024S004030,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,187105,Madrazo,,Dijous,2024,7,Juliol,11,22,Nit,,Veh. mobilitat personal amb motor,,,negre,,,429042.337,4583824.885,2.14999845,41.40098728
2024S004031,2,Eixample,9,la Nova Esquerra de l'Eixample,180208,Londres,,Divendres,2024,7,Juliol,12,8,Matí,,Furgoneta,COMBO LIFE BUSINESS N1,OPEL,blanc,B,26,428602.610,4582502.687,2.14489446,41.38903979
2024S004031,2,Eixample,9,la Nova Esquerra de l'Eixample,180208,Londres,,Divendres,2024,7,Juliol,12,8,Matí,,Turisme,FORFOUR,SMART,blanc,B,18,428602.610,4582502.687,2.14489446,41.38903979
2024S004032,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,653-659,Divendres,2024,7,Juliol,12,22,Nit,,Autobús,LION'S CITY 12C EFFICI,MAN,groc,,,425773.035,4581961.264,2.11112024,41.38390715
2024S004032,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,653-659,Divendres,2024,7,Juliol,12,22,Nit,,Autobús,LION'S CITY 12C EFFICI,MAN,groc,D,9,425773.035,4581961.264,2.11112024,41.38390715
2024S004032,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,653-659,Divendres,2024,7,Juliol,12,22,Nit,,Taxi,TOYOTA COROLLA,TOYOTA,negre/groc,B,2,425773.035,4581961.264,2.11112024,41.38390715
2024S004033,4,Les Corts,19,les Corts,144601,Diagonal,519-521,Divendres,2024,7,Juliol,12,20,Tarda,Creuar per fora pas de vianants,Motocicleta,DTX 125,KYMCO,gris,,,428221.548,4582753.612,2.14030734,41.39126584
2024S004033,4,Les Corts,19,les Corts,144601,Diagonal,519-521,Divendres,2024,7,Juliol,12,20,Tarda,Creuar per fora pas de vianants,Motocicleta,DTX 125,KYMCO,gris,B,23,428221.548,4582753.612,2.14030734,41.39126584
2024S004034,8,Nou Barris,50,les Roquetes,120807,Favència,247,Divendres,2024,7,Juliol,12,11,Matí,,Motocicleta,WW125A,HONDA,blanc,B,7,431510.905,4588833.990,2.17895967,41.44631679
2024S004034,8,Nou Barris,50,les Roquetes,120807,Favència,247,Divendres,2024,7,Juliol,12,11,Matí,,Turisme,NISSAN X-TRAIL,NISSAN,blanc,B,1,431510.905,4588833.990,2.17895967,41.44631679
2024S004035,6,Gràcia,31,la Vila de Gràcia,306703,Sant Marc,42,Divendres,2024,7,Juliol,12,9,Matí,,Furgoneta,EXPRESS,RENAULT,blanc,B,34,429210.330,4583752.363,2.15201645,41.40034892
2024S004035,6,Gràcia,31,la Vila de Gràcia,306703,Sant Marc,42,Divendres,2024,7,Juliol,12,9,Matí,,Motocicleta,SH125D,HONDA,blanc,A2,3,429210.330,4583752.363,2.15201645,41.40034892
2024S004036,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,2-14,Divendres,2024,7,Juliol,12,7,Matí,,Turisme,TOYOTA C-HR,TOYOTA,gris,,,429531.840,4587130.298,2.15546857,41.43080096
2024S004037,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,680,Divendres,2024,7,Juliol,12,9,Matí,,Motocicleta,TWEET 125,PEUGEOT,beige,B,22,430948.881,4582872.679,2.17291306,41.39257715
2024S004037,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,680,Divendres,2024,7,Juliol,12,9,Matí,,Turisme,FIAT 500,FIAT,verd,B,7,430948.881,4582872.679,2.17291306,41.39257715
2024S004038,9,Sant Andreu,61,la Sagrera,121402,Felip II,,Divendres,2024,7,Juliol,12,12,Matí,,Furgoneta,CRAFTER,IGLUVAN,,B,11,431905.402,4586258.163,2.18397231,41.42315078
2024S004038,9,Sant Andreu,61,la Sagrera,121402,Felip II,,Divendres,2024,7,Juliol,12,12,Matí,,Motocicleta,ADV750,HONDA,,A,31,431905.402,4586258.163,2.18397231,41.42315078
2024S004039,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre,,Divendres,2024,7,Juliol,12,13,Matí,,Motocicleta,SH 300,HONDA,negre,A2,14,428875.943,4584366.280,2.14794441,41.40584871
2024S004039,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre,,Divendres,2024,7,Juliol,12,13,Matí,,Turisme,IONIQ,HYUNDAI,gris,B,34,428875.943,4584366.280,2.14794441,41.40584871
2024S004040,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,330,Divendres,2024,7,Juliol,12,8,Matí,,Ciclomotor,PEOPLE S50,KYMCO,negre,B,7,430656.756,4583941.386,2.16929667,41.40217750
2024S004040,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,330,Divendres,2024,7,Juliol,12,8,Matí,,Turisme,C3 1.4,CITROEN,gris,B,38,430656.756,4583941.386,2.16929667,41.40217750
2024S004040,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,330,Divendres,2024,7,Juliol,12,8,Matí,,Turisme,ARONA,SEAT,gris,B,14,430656.756,4583941.386,2.16929667,41.40217750
