Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S000509,2,Eixample,10,Sant Antoni,349207,Universitat,,Dimarts,2024,1,Gener,30,7,Matí,,Veh. mobilitat personal amb motor,,,,B,12,430121.355,4582099.833,2.16310473,41.38554485
2024S000510,7,Horta-Guinardó,35,el Guinardó,297001,Sant Antoni Maria Claret,231-233,Dimarts,2024,1,Gener,30,8,Matí,,Motocicleta,NSS300A,HONDA,negre,A,36,431538.081,4585395.033,2.17967469,41.41534562
2024S000510,7,Horta-Guinardó,35,el Guinardó,297001,Sant Antoni Maria Claret,231-233,Dimarts,2024,1,Gener,30,8,Matí,,Turisme,COUNTRYMAN COOPER SE A,MINI,negre,B,20,431538.081,4585395.033,2.17967469,41.41534562
2024S000511,8,Nou Barris,50,les Roquetes,701501,B-20 (Llobregat),K146,Dimarts,2024,1,Gener,30,8,Matí,,Motocicleta,F 850 GS,BMW,negre,A2,1,431344.825,4588720.389,2.17698456,41.44527943
2024S000511,8,Nou Barris,50,les Roquetes,701501,B-20 (Llobregat),K146,Dimarts,2024,1,Gener,30,8,Matí,,Motocicleta,FZ6 S,YAMAHA,negre,A,20,431344.825,4588720.389,2.17698456,41.44527943
2024S000512,1,Ciutat Vella,2,el Barri Gòtic,082901,Colom,22,Dimarts,2024,1,Gener,30,9,Matí,,Motocicleta,FIDDLE III 125,SYM,blau,B,2,431442.505,4581217.314,2.17900443,41.37770999
2024S000512,1,Ciutat Vella,2,el Barri Gòtic,082901,Colom,22,Dimarts,2024,1,Gener,30,9,Matí,,Turisme,ACCORD,HONDA,gris,B,16,431442.505,4581217.314,2.17900443,41.37770999
2024S000513,6,Gràcia,31,la Vila de Gràcia,306703,Sant Marc,,Divendres,2024,1,Gener,26,8,Matí,,Bicicleta,NO DISPONIBLE,NO DISPONIBLE,gris,,,429236.000,4583768.707,2.15232159,41.40049839
2024S000513,6,Gràcia,31,la Vila de Gràcia,306703,Sant Marc,,Divendres,2024,1,Gener,26,8,Matí,,Turisme,3085PALLPTECH130S&S,PEUGEOT,negre,B,28,429236.000,4583768.707,2.15232159,41.40049839
2024S000514,3,Sants-Montjuïc,17,Sants - Badal,068401,Carreras i Candi,,Dimarts,2024,1,Gener,30,10,Matí,,Furgoneta,DOKKER,DACIA,blanc,,,427253.844,4580578.651,2.12899479,41.37158982
2024S000514,3,Sants-Montjuïc,17,Sants - Badal,068401,Carreras i Candi,,Dimarts,2024,1,Gener,30,10,Matí,,Furgoneta,DOKKER,DACIA,blanc,B,28,427253.844,4580578.651,2.12899479,41.37158982
2024S000515,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,123408,Lesseps,33,Dimarts,2024,1,Gener,30,11,Matí,,Motocicleta,SH 125,HONDA,,B,18,429031.874,4584373.700,2.14980891,41.40592933
2024S000515,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,123408,Lesseps,33,Dimarts,2024,1,Gener,30,11,Matí,,Taxi,TOYOTA PRIUS PLUS,TOYOTA,,B,19,429031.874,4584373.700,2.14980891,41.40592933
2024S000516,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,246805,Rector Ubach,,Dimarts,2024,1,Gener,30,10,Matí,,Furgoneta,FIAT DUCATO,FIAT,blanc,,,428528.413,4583537.234,2.14388493,41.39835098
2024S000516,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,246805,Rector Ubach,,Dimarts,2024,1,Gener,30,10,Matí,,Furgoneta,FIAT DUCATO,FIAT,blanc,B,32,428528.413,4583537.234,2.14388493,41.39835098
2024S000517,4,Les Corts,20,la Maternitat i Sant Ramon,257200,Pintor Tapiró,2-8,Dimarts,2024,1,Gener,30,11,Matí,Creuar per fora pas de vianants,Furgoneta,DOKKER,DACIA,blanc,,,426450.294,4581229.815,2.11930816,41.37738153
2024S000517,4,Les Corts,20,la Maternitat i Sant Ramon,257200,Pintor Tapiró,2-8,Dimarts,2024,1,Gener,30,11,Matí,Creuar per fora pas de vianants,Furgoneta,DOKKER,DACIA,blanc,B,34,426450.294,4581229.815,2.11930816,41.37738153
2024S000518,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,,Dimarts,2024,1,Gener,30,12,Matí,,"Camió rígid <= 3,5 tones",CANTER,PUJOL,blanc,B,30,428840.576,4583848.342,2.14758225,41.40118071
2024S000518,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,,Dimarts,2024,1,Gener,30,12,Matí,,Ciclomotor,LIBERTY 50 2T,PIAGGIO,verd,B,5,428840.576,4583848.342,2.14758225,41.40118071
2024S000519,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dilluns,2024,1,Gener,29,19,Tarda,,Motocicleta,YS125-5C (YS125),YAMAHA,blanc,B,8,432141.028,4585382.640,2.18689012,41.41528517
2024S000519,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dilluns,2024,1,Gener,29,19,Tarda,,Turisme,S3 SPORTBACK,AUDI,blanc,B,1,432141.028,4585382.640,2.18689012,41.41528517
2024S000520,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,,Dimarts,2024,1,Gener,30,11,Matí,,Autobús articulat,7900,VOLVO,vermell,,,432308.877,4588633.503,2.18853413,41.44457880
2024S000520,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,,Dimarts,2024,1,Gener,30,11,Matí,,Autobús articulat,7900,VOLVO,vermell,E D,,432308.877,4588633.503,2.18853413,41.44457880
